names,index,setting,Core,Parallelism,cri,makespan
other ,354,NoCri ,4,40,20,43910
our ,355,NoCri,4,40,20,41063
other ,355,NoCri ,4,40,20,51155
our ,356,NoCri,4,40,20,41063
other ,356,NoCri ,4,40,20,45338
our ,357,NoCri,4,40,20,41063
other ,357,NoCri ,4,40,20,42164
our ,358,NoCri,4,40,20,41063
other ,358,NoCri ,4,40,20,42864
our ,359,NoCri,4,40,20,41063
other ,359,NoCri ,4,40,20,51033
our ,360,NoCri,4,40,20,41063
other ,360,NoCri ,4,40,20,44838
our ,361,NoCri,4,40,20,41063
other ,361,NoCri ,4,40,20,47574
our ,362,NoCri,4,40,20,41063
other ,362,NoCri ,4,40,20,44747
our ,363,NoCri,4,40,20,41063
other ,363,NoCri ,4,40,20,49389
our ,364,NoCri,4,40,20,41063
other ,364,NoCri ,4,40,20,43217
our ,365,NoCri,4,40,20,41063
other ,365,NoCri ,4,40,20,46390
our ,366,NoCri,4,40,20,41063
other ,366,NoCri ,4,40,20,46256
our ,367,NoCri,4,40,20,41063
other ,367,NoCri ,4,40,20,41435
our ,368,NoCri,4,40,20,41063
other ,368,NoCri ,4,40,20,45517
our ,369,NoCri,4,40,20,41063
other ,369,NoCri ,4,40,20,44771
our ,370,NoCri,4,40,20,41063
other ,370,NoCri ,4,40,20,45149
our ,371,NoCri,4,40,20,41063
other ,371,NoCri ,4,40,20,42275
our ,372,NoCri,4,40,20,41063
other ,372,NoCri ,4,40,20,44557
our ,373,NoCri,4,40,20,41063
other ,373,NoCri ,4,40,20,42490
our ,374,NoCri,4,40,20,41063
other ,374,NoCri ,4,40,20,44133
our ,375,NoCri,4,40,20,41063
other ,375,NoCri ,4,40,20,44368
our ,376,NoCri,4,40,20,41063
other ,376,NoCri ,4,40,20,42318
our ,377,NoCri,4,40,20,41063
other ,377,NoCri ,4,40,20,44010
our ,378,NoCri,4,40,20,41063
other ,378,NoCri ,4,40,20,41246
our ,379,NoCri,4,40,20,41063
other ,379,NoCri ,4,40,20,43589
our ,380,NoCri,4,40,20,41063
other ,380,NoCri ,4,40,20,49725
our ,381,NoCri,4,40,20,41063
other ,381,NoCri ,4,40,20,44881
our ,382,NoCri,4,40,20,41063
other ,382,NoCri ,4,40,20,43868
our ,383,NoCri,4,40,20,41063
other ,383,NoCri ,4,40,20,43940
our ,384,NoCri,4,40,20,41063
other ,384,NoCri ,4,40,20,42235
our ,385,NoCri,4,40,20,41063
other ,385,NoCri ,4,40,20,41738
our ,386,NoCri,4,40,20,41063
other ,386,NoCri ,4,40,20,45264
our ,387,NoCri,4,40,20,41063
other ,387,NoCri ,4,40,20,45253
our ,388,NoCri,4,40,20,41063
other ,388,NoCri ,4,40,20,42136
our ,389,NoCri,4,40,20,41063
other ,389,NoCri ,4,40,20,41014
our ,390,NoCri,4,40,20,41063
other ,390,NoCri ,4,40,20,42588
our ,391,NoCri,4,40,20,41063
other ,391,NoCri ,4,40,20,42306
our ,392,NoCri,4,40,20,41063
other ,392,NoCri ,4,40,20,50569
our ,393,NoCri,4,40,20,41063
other ,393,NoCri ,4,40,20,42951
our ,394,NoCri,4,40,20,41063
other ,394,NoCri ,4,40,20,45974
our ,395,NoCri,4,40,20,41063
other ,395,NoCri ,4,40,20,44995
our ,396,NoCri,4,40,20,41063
other ,396,NoCri ,4,40,20,45250
our ,397,NoCri,4,40,20,41063
other ,397,NoCri ,4,40,20,43368
our ,398,NoCri,4,40,20,41063
other ,398,NoCri ,4,40,20,47970
our ,399,NoCri,4,40,20,41063
other ,399,NoCri ,4,40,20,51203
our ,400,NoCri,4,40,20,41063
other ,400,NoCri ,4,40,20,42210
our ,401,NoCri,4,40,20,41063
other ,401,NoCri ,4,40,20,48547
our ,402,NoCri,4,40,20,41063
other ,402,NoCri ,4,40,20,44481
our ,403,NoCri,4,40,20,41063
other ,403,NoCri ,4,40,20,41487
our ,404,NoCri,4,40,20,41063
other ,404,NoCri ,4,40,20,45220
our ,405,NoCri,4,40,20,41063
other ,405,NoCri ,4,40,20,43686
our ,406,NoCri,4,40,20,41063
other ,406,NoCri ,4,40,20,45183
our ,407,NoCri,4,40,20,41063
other ,407,NoCri ,4,40,20,48692
our ,408,NoCri,4,40,20,41063
other ,408,NoCri ,4,40,20,50882
our ,409,NoCri,4,40,20,41063
other ,409,NoCri ,4,40,20,41910
our ,410,NoCri,4,40,20,41063
other ,410,NoCri ,4,40,20,47662
our ,411,NoCri,4,40,20,41063
other ,411,NoCri ,4,40,20,45196
our ,412,NoCri,4,40,20,41063
other ,412,NoCri ,4,40,20,45174
our ,413,NoCri,4,40,20,41063
other ,413,NoCri ,4,40,20,44799
our ,414,NoCri,4,40,20,41063
other ,414,NoCri ,4,40,20,42100
our ,415,NoCri,4,40,20,41063
other ,415,NoCri ,4,40,20,44438
our ,416,NoCri,4,40,20,41063
other ,416,NoCri ,4,40,20,45322
our ,417,NoCri,4,40,20,41063
other ,417,NoCri ,4,40,20,43362
our ,418,NoCri,4,40,20,41063
other ,418,NoCri ,4,40,20,43643
our ,419,NoCri,4,40,20,41063
other ,419,NoCri ,4,40,20,48587
our ,420,NoCri,4,40,20,41063
other ,420,NoCri ,4,40,20,44533
our ,421,NoCri,4,40,20,41063
other ,421,NoCri ,4,40,20,43596
our ,422,NoCri,4,40,20,41063
other ,422,NoCri ,4,40,20,44954
our ,423,NoCri,4,40,20,41063
other ,423,NoCri ,4,40,20,44661
our ,424,NoCri,4,40,20,41063
other ,424,NoCri ,4,40,20,43601
our ,425,NoCri,4,40,20,41063
other ,425,NoCri ,4,40,20,46240
our ,426,NoCri,4,40,20,41063
other ,426,NoCri ,4,40,20,43756
our ,427,NoCri,4,40,20,41063
other ,427,NoCri ,4,40,20,47385
our ,428,NoCri,4,40,20,41063
other ,428,NoCri ,4,40,20,47489
our ,429,NoCri,4,40,20,41063
other ,429,NoCri ,4,40,20,44491
our ,430,NoCri,4,40,20,41063
other ,430,NoCri ,4,40,20,48619
our ,431,NoCri,4,40,20,41063
other ,431,NoCri ,4,40,20,42801
our ,432,NoCri,4,40,20,41063
other ,432,NoCri ,4,40,20,49327
our ,433,NoCri,4,40,20,41063
other ,433,NoCri ,4,40,20,47274
our ,434,NoCri,4,40,20,41063
other ,434,NoCri ,4,40,20,48026
our ,435,NoCri,4,40,20,41063
other ,435,NoCri ,4,40,20,43347
our ,436,NoCri,4,40,20,41063
other ,436,NoCri ,4,40,20,44912
our ,437,NoCri,4,40,20,41063
other ,437,NoCri ,4,40,20,41557
our ,438,NoCri,4,40,20,41063
other ,438,NoCri ,4,40,20,43945
our ,439,NoCri,4,40,20,41063
other ,439,NoCri ,4,40,20,44058
our ,440,NoCri,4,40,20,41063
other ,440,NoCri ,4,40,20,46854
our ,441,NoCri,4,40,20,41063
other ,441,NoCri ,4,40,20,43086
our ,442,NoCri,4,40,20,41063
other ,442,NoCri ,4,40,20,42362
our ,443,NoCri,4,40,20,41063
other ,443,NoCri ,4,40,20,42748
our ,444,NoCri,4,40,20,41063
other ,444,NoCri ,4,40,20,41832
our ,445,NoCri,4,40,20,41063
other ,445,NoCri ,4,40,20,47708
our ,446,NoCri,4,40,20,41063
other ,446,NoCri ,4,40,20,46105
our ,447,NoCri,4,40,20,41063
other ,447,NoCri ,4,40,20,44255
our ,448,NoCri,4,40,20,41063
other ,448,NoCri ,4,40,20,50421
our ,449,NoCri,4,40,20,41063
other ,449,NoCri ,4,40,20,42622
our ,450,NoCri,4,40,20,41063
other ,450,NoCri ,4,40,20,43071
our ,451,NoCri,4,40,20,41063
other ,451,NoCri ,4,40,20,45758
our ,452,NoCri,4,40,20,41063
other ,452,NoCri ,4,40,20,42423
our ,453,NoCri,4,40,20,41063
other ,453,NoCri ,4,40,20,50507
our ,454,NoCri,4,40,20,41063
other ,454,NoCri ,4,40,20,45901
our ,455,NoCri,4,40,20,41063
other ,455,NoCri ,4,40,20,44066
our ,456,NoCri,4,40,20,41063
other ,456,NoCri ,4,40,20,46840
our ,457,NoCri,4,40,20,41063
other ,457,NoCri ,4,40,20,45731
our ,458,NoCri,4,40,20,41063
other ,458,NoCri ,4,40,20,42853
our ,459,NoCri,4,40,20,41063
other ,459,NoCri ,4,40,20,42884
our ,460,NoCri,4,40,20,41063
other ,460,NoCri ,4,40,20,49734
our ,461,NoCri,4,40,20,41063
other ,461,NoCri ,4,40,20,42238
our ,462,NoCri,4,40,20,41063
other ,462,NoCri ,4,40,20,44170
our ,463,NoCri,4,40,20,41063
other ,463,NoCri ,4,40,20,41927
our ,464,NoCri,4,40,20,41063
other ,464,NoCri ,4,40,20,42445
our ,465,NoCri,4,40,20,41063
other ,465,NoCri ,4,40,20,45209
our ,466,NoCri,4,40,20,41063
other ,466,NoCri ,4,40,20,43716
our ,467,NoCri,4,40,20,41063
other ,467,NoCri ,4,40,20,42373
our ,468,NoCri,4,40,20,41063
other ,468,NoCri ,4,40,20,43200
our ,469,NoCri,4,40,20,41063
other ,469,NoCri ,4,40,20,41933
our ,470,NoCri,4,40,20,41063
other ,470,NoCri ,4,40,20,43428
our ,471,NoCri,4,40,20,41063
other ,471,NoCri ,4,40,20,50074
our ,472,NoCri,4,40,20,41063
other ,472,NoCri ,4,40,20,47048
our ,473,NoCri,4,40,20,41063
other ,473,NoCri ,4,40,20,46443
our ,474,NoCri,4,40,20,41063
other ,474,NoCri ,4,40,20,42210
our ,475,NoCri,4,40,20,41063
other ,475,NoCri ,4,40,20,50356
our ,476,NoCri,4,40,20,41063
other ,476,NoCri ,4,40,20,47124
our ,477,NoCri,4,40,20,41063
other ,477,NoCri ,4,40,20,46064
our ,478,NoCri,4,40,20,41063
other ,478,NoCri ,4,40,20,43577
our ,479,NoCri,4,40,20,41063
other ,479,NoCri ,4,40,20,47736
our ,480,NoCri,4,40,20,41063
other ,480,NoCri ,4,40,20,43291
our ,481,NoCri,4,40,20,41063
other ,481,NoCri ,4,40,20,43949
our ,482,NoCri,4,40,20,41063
other ,482,NoCri ,4,40,20,44831
our ,483,NoCri,4,40,20,41063
other ,483,NoCri ,4,40,20,41970
our ,484,NoCri,4,40,20,41063
other ,484,NoCri ,4,40,20,41457
our ,485,NoCri,4,40,20,41063
other ,485,NoCri ,4,40,20,41262
our ,486,NoCri,4,40,20,41063
other ,486,NoCri ,4,40,20,42343
our ,487,NoCri,4,40,20,41063
other ,487,NoCri ,4,40,20,41716
our ,488,NoCri,4,40,20,41063
other ,488,NoCri ,4,40,20,42108
our ,489,NoCri,4,40,20,41063
other ,489,NoCri ,4,40,20,43425
our ,490,NoCri,4,40,20,41063
other ,490,NoCri ,4,40,20,41477
our ,491,NoCri,4,40,20,41063
other ,491,NoCri ,4,40,20,51307
our ,492,NoCri,4,40,20,41063
other ,492,NoCri ,4,40,20,41832
our ,493,NoCri,4,40,20,41063
other ,493,NoCri ,4,40,20,43167
our ,494,NoCri,4,40,20,41063
other ,494,NoCri ,4,40,20,44405
our ,495,NoCri,4,40,20,41063
other ,495,NoCri ,4,40,20,43119
our ,496,NoCri,4,40,20,41063
other ,496,NoCri ,4,40,20,45751
our ,497,NoCri,4,40,20,41063
other ,497,NoCri ,4,40,20,47084
our ,498,NoCri,4,40,20,41063
other ,498,NoCri ,4,40,20,46030
our ,499,NoCri,4,40,20,41063
other ,499,NoCri ,4,40,20,43622
our ,500,NoCri,4,40,20,41063
other ,500,NoCri ,4,40,20,45169
our ,501,NoCri,4,40,20,41063
other ,501,NoCri ,4,40,20,45507
our ,502,NoCri,4,40,20,41063
other ,502,NoCri ,4,40,20,41786
our ,503,NoCri,4,40,20,41063
other ,503,NoCri ,4,40,20,45443
our ,504,NoCri,4,40,20,41063
other ,504,NoCri ,4,40,20,45245
our ,505,NoCri,4,40,20,41063
other ,505,NoCri ,4,40,20,42503
our ,506,NoCri,4,40,20,41063
other ,506,NoCri ,4,40,20,49184
our ,507,NoCri,4,40,20,41063
other ,507,NoCri ,4,40,20,48757
our ,508,NoCri,4,40,20,41063
other ,508,NoCri ,4,40,20,41074
our ,509,NoCri,4,40,20,41063
other ,509,NoCri ,4,40,20,42667
our ,510,NoCri,4,40,20,41063
other ,510,NoCri ,4,40,20,41182
our ,511,NoCri,4,40,20,41063
other ,511,NoCri ,4,40,20,44987
our ,512,NoCri,4,40,20,41063
other ,512,NoCri ,4,40,20,44116
our ,513,NoCri,4,40,20,41063
other ,513,NoCri ,4,40,20,42226
our ,514,NoCri,4,40,20,41063
other ,514,NoCri ,4,40,20,42847
our ,515,NoCri,4,40,20,41063
other ,515,NoCri ,4,40,20,48362
our ,516,NoCri,4,40,20,41063
other ,516,NoCri ,4,40,20,42387
our ,517,NoCri,4,40,20,41063
other ,517,NoCri ,4,40,20,48939
our ,518,NoCri,4,40,20,41063
other ,518,NoCri ,4,40,20,45310
our ,519,NoCri,4,40,20,41063
other ,519,NoCri ,4,40,20,44093
our ,520,NoCri,4,40,20,41063
other ,520,NoCri ,4,40,20,44758
our ,521,NoCri,4,40,20,41063
other ,521,NoCri ,4,40,20,41615
our ,522,NoCri,4,40,20,41063
other ,522,NoCri ,4,40,20,44375
our ,523,NoCri,4,40,20,41063
other ,523,NoCri ,4,40,20,45933
our ,524,NoCri,4,40,20,41063
other ,524,NoCri ,4,40,20,44813
our ,525,NoCri,4,40,20,41063
other ,525,NoCri ,4,40,20,45080
our ,526,NoCri,4,40,20,41063
other ,526,NoCri ,4,40,20,42032
our ,527,NoCri,4,40,20,41063
other ,527,NoCri ,4,40,20,48670
our ,528,NoCri,4,40,20,41063
other ,528,NoCri ,4,40,20,47475
our ,529,NoCri,4,40,20,41063
other ,529,NoCri ,4,40,20,40844
our ,530,NoCri,4,40,20,41063
other ,530,NoCri ,4,40,20,52565
our ,531,NoCri,4,40,20,41063
other ,531,NoCri ,4,40,20,44151
our ,532,NoCri,4,40,20,41063
other ,532,NoCri ,4,40,20,42283
our ,533,NoCri,4,40,20,41063
other ,533,NoCri ,4,40,20,46519
our ,534,NoCri,4,40,20,41063
other ,534,NoCri ,4,40,20,48791
our ,535,NoCri,4,40,20,41063
other ,535,NoCri ,4,40,20,41703
our ,536,NoCri,4,40,20,41063
other ,536,NoCri ,4,40,20,42016
our ,537,NoCri,4,40,20,41063
other ,537,NoCri ,4,40,20,42047
our ,538,NoCri,4,40,20,41063
other ,538,NoCri ,4,40,20,47783
our ,539,NoCri,4,40,20,41063
other ,539,NoCri ,4,40,20,42515
our ,540,NoCri,4,40,20,41063
other ,540,NoCri ,4,40,20,42692
our ,541,NoCri,4,40,20,41063
other ,541,NoCri ,4,40,20,42292
our ,542,NoCri,4,40,20,41063
other ,542,NoCri ,4,40,20,42251
our ,543,NoCri,4,40,20,41063
other ,543,NoCri ,4,40,20,46127
our ,544,NoCri,4,40,20,41063
other ,544,NoCri ,4,40,20,46180
our ,545,NoCri,4,40,20,41063
other ,545,NoCri ,4,40,20,44806
our ,546,NoCri,4,40,20,41063
other ,546,NoCri ,4,40,20,41636
our ,547,NoCri,4,40,20,41063
other ,547,NoCri ,4,40,20,43056
our ,548,NoCri,4,40,20,41063
other ,548,NoCri ,4,40,20,49994
our ,549,NoCri,4,40,20,41063
other ,549,NoCri ,4,40,20,44398
our ,550,NoCri,4,40,20,41063
other ,550,NoCri ,4,40,20,41619
our ,551,NoCri,4,40,20,41063
other ,551,NoCri ,4,40,20,50335
our ,552,NoCri,4,40,20,41063
other ,552,NoCri ,4,40,20,42979
our ,553,NoCri,4,40,20,41063
other ,553,NoCri ,4,40,20,43270
our ,554,NoCri,4,40,20,41063
other ,554,NoCri ,4,40,20,44411
our ,555,NoCri,4,40,20,41063
other ,555,NoCri ,4,40,20,45202
our ,556,NoCri,4,40,20,41063
other ,556,NoCri ,4,40,20,42276
our ,557,NoCri,4,40,20,41063
other ,557,NoCri ,4,40,20,44310
our ,558,NoCri,4,40,20,41063
other ,558,NoCri ,4,40,20,48146
our ,559,NoCri,4,40,20,41063
other ,559,NoCri ,4,40,20,42473
our ,560,NoCri,4,40,20,41063
other ,560,NoCri ,4,40,20,45155
our ,561,NoCri,4,40,20,41063
other ,561,NoCri ,4,40,20,42751
our ,562,NoCri,4,40,20,41063
other ,562,NoCri ,4,40,20,41339
our ,563,NoCri,4,40,20,41063
other ,563,NoCri ,4,40,20,43644
our ,564,NoCri,4,40,20,41063
other ,564,NoCri ,4,40,20,48906
our ,565,NoCri,4,40,20,41063
other ,565,NoCri ,4,40,20,48410
our ,566,NoCri,4,40,20,41063
other ,566,NoCri ,4,40,20,44294
our ,567,NoCri,4,40,20,41063
other ,567,NoCri ,4,40,20,45953
our ,568,NoCri,4,40,20,41063
other ,568,NoCri ,4,40,20,42490
our ,569,NoCri,4,40,20,41063
other ,569,NoCri ,4,40,20,44035
our ,570,NoCri,4,40,20,41063
other ,570,NoCri ,4,40,20,46428
our ,571,NoCri,4,40,20,41063
other ,571,NoCri ,4,40,20,42537
our ,572,NoCri,4,40,20,41063
other ,572,NoCri ,4,40,20,42781
our ,573,NoCri,4,40,20,41063
other ,573,NoCri ,4,40,20,43027
our ,574,NoCri,4,40,20,41063
other ,574,NoCri ,4,40,20,43138
our ,575,NoCri,4,40,20,41063
other ,575,NoCri ,4,40,20,42552
our ,576,NoCri,4,40,20,41063
other ,576,NoCri ,4,40,20,45361
our ,577,NoCri,4,40,20,41063
other ,577,NoCri ,4,40,20,44804
our ,578,NoCri,4,40,20,41063
other ,578,NoCri ,4,40,20,49498
our ,579,NoCri,4,40,20,41063
other ,579,NoCri ,4,40,20,43857
our ,580,NoCri,4,40,20,41063
other ,580,NoCri ,4,40,20,43342
our ,581,NoCri,4,40,20,41063
other ,581,NoCri ,4,40,20,48003
our ,582,NoCri,4,40,20,41063
other ,582,NoCri ,4,40,20,50464
our ,583,NoCri,4,40,20,41063
other ,583,NoCri ,4,40,20,42456
our ,584,NoCri,4,40,20,41063
other ,584,NoCri ,4,40,20,41497
our ,585,NoCri,4,40,20,41063
other ,585,NoCri ,4,40,20,48900
our ,586,NoCri,4,40,20,41063
other ,586,NoCri ,4,40,20,44735
our ,587,NoCri,4,40,20,41063
other ,587,NoCri ,4,40,20,42253
our ,588,NoCri,4,40,20,41063
other ,588,NoCri ,4,40,20,43877
our ,589,NoCri,4,40,20,41063
other ,589,NoCri ,4,40,20,40946
our ,590,NoCri,4,40,20,41063
other ,590,NoCri ,4,40,20,43447
our ,591,NoCri,4,40,20,41063
other ,591,NoCri ,4,40,20,41649
our ,592,NoCri,4,40,20,41063
other ,592,NoCri ,4,40,20,45959
our ,593,NoCri,4,40,20,41063
other ,593,NoCri ,4,40,20,45880
our ,594,NoCri,4,40,20,41063
other ,594,NoCri ,4,40,20,44191
our ,595,NoCri,4,40,20,41063
other ,595,NoCri ,4,40,20,43431
our ,596,NoCri,4,40,20,41063
other ,596,NoCri ,4,40,20,42553
our ,597,NoCri,4,40,20,41063
other ,597,NoCri ,4,40,20,42380
our ,598,NoCri,4,40,20,41063
other ,598,NoCri ,4,40,20,41658
our ,599,NoCri,4,40,20,41063
other ,599,NoCri ,4,40,20,44745
our ,600,NoCri,4,40,20,41063
other ,600,NoCri ,4,40,20,43040
our ,601,NoCri,4,40,20,41063
other ,601,NoCri ,4,40,20,43432
our ,602,NoCri,4,40,20,41063
other ,602,NoCri ,4,40,20,45242
our ,603,NoCri,4,40,20,41063
other ,603,NoCri ,4,40,20,46311
our ,604,NoCri,4,40,20,41063
other ,604,NoCri ,4,40,20,42876
our ,605,NoCri,4,40,20,41063
other ,605,NoCri ,4,40,20,51094
our ,606,NoCri,4,40,20,41063
other ,606,NoCri ,4,40,20,44394
our ,607,NoCri,4,40,20,41063
other ,607,NoCri ,4,40,20,44771
our ,608,NoCri,4,40,20,41063
other ,608,NoCri ,4,40,20,44280
our ,609,NoCri,4,40,20,41063
other ,609,NoCri ,4,40,20,41800
our ,610,NoCri,4,40,20,41063
other ,610,NoCri ,4,40,20,46242
our ,611,NoCri,4,40,20,41063
other ,611,NoCri ,4,40,20,44905
our ,612,NoCri,4,40,20,41063
other ,612,NoCri ,4,40,20,45004
our ,613,NoCri,4,40,20,41063
other ,613,NoCri ,4,40,20,43672
our ,614,NoCri,4,40,20,41063
other ,614,NoCri ,4,40,20,44494
our ,615,NoCri,4,40,20,41063
other ,615,NoCri ,4,40,20,45946
our ,616,NoCri,4,40,20,41063
other ,616,NoCri ,4,40,20,42129
our ,617,NoCri,4,40,20,41063
other ,617,NoCri ,4,40,20,46264
our ,618,NoCri,4,40,20,41063
other ,618,NoCri ,4,40,20,50261
our ,619,NoCri,4,40,20,41063
other ,619,NoCri ,4,40,20,45144
our ,620,NoCri,4,40,20,41063
other ,620,NoCri ,4,40,20,44163
our ,621,NoCri,4,40,20,41063
other ,621,NoCri ,4,40,20,45296
our ,622,NoCri,4,40,20,41063
other ,622,NoCri ,4,40,20,47614
our ,623,NoCri,4,40,20,41063
other ,623,NoCri ,4,40,20,41992
our ,624,NoCri,4,40,20,41063
other ,624,NoCri ,4,40,20,41901
our ,625,NoCri,4,40,20,41063
other ,625,NoCri ,4,40,20,43315
our ,626,NoCri,4,40,20,41063
other ,626,NoCri ,4,40,20,50323
our ,627,NoCri,4,40,20,41063
other ,627,NoCri ,4,40,20,41951
our ,628,NoCri,4,40,20,41063
other ,628,NoCri ,4,40,20,44545
our ,629,NoCri,4,40,20,41063
other ,629,NoCri ,4,40,20,46977
our ,630,NoCri,4,40,20,41063
other ,630,NoCri ,4,40,20,45958
our ,631,NoCri,4,40,20,41063
other ,631,NoCri ,4,40,20,44864
our ,632,NoCri,4,40,20,41063
other ,632,NoCri ,4,40,20,43282
our ,633,NoCri,4,40,20,41063
other ,633,NoCri ,4,40,20,43070
our ,634,NoCri,4,40,20,41063
other ,634,NoCri ,4,40,20,47908
our ,635,NoCri,4,40,20,41063
other ,635,NoCri ,4,40,20,44101
our ,636,NoCri,4,40,20,41063
other ,636,NoCri ,4,40,20,46962
our ,637,NoCri,4,40,20,41063
other ,637,NoCri ,4,40,20,43229
our ,638,NoCri,4,40,20,41063
other ,638,NoCri ,4,40,20,45758
our ,639,NoCri,4,40,20,41063
other ,639,NoCri ,4,40,20,48140
our ,640,NoCri,4,40,20,41063
other ,640,NoCri ,4,40,20,42240
our ,641,NoCri,4,40,20,41063
other ,641,NoCri ,4,40,20,42627
our ,642,NoCri,4,40,20,41063
other ,642,NoCri ,4,40,20,50444
our ,643,NoCri,4,40,20,41063
other ,643,NoCri ,4,40,20,43101
our ,644,NoCri,4,40,20,41063
other ,644,NoCri ,4,40,20,45633
our ,645,NoCri,4,40,20,41063
other ,645,NoCri ,4,40,20,42907
our ,646,NoCri,4,40,20,41063
other ,646,NoCri ,4,40,20,43206
our ,647,NoCri,4,40,20,41063
other ,647,NoCri ,4,40,20,45329
our ,648,NoCri,4,40,20,41063
other ,648,NoCri ,4,40,20,42395
our ,649,NoCri,4,40,20,41063
other ,649,NoCri ,4,40,20,50581
our ,650,NoCri,4,40,20,41063
other ,650,NoCri ,4,40,20,41532
our ,651,NoCri,4,40,20,41063
other ,651,NoCri ,4,40,20,47596
our ,652,NoCri,4,40,20,41063
other ,652,NoCri ,4,40,20,49684
our ,653,NoCri,4,40,20,41063
other ,653,NoCri ,4,40,20,51063
our ,654,NoCri,4,40,20,41063
other ,654,NoCri ,4,40,20,45841
our ,655,NoCri,4,40,20,41063
other ,655,NoCri ,4,40,20,48925
our ,656,NoCri,4,40,20,41063
other ,656,NoCri ,4,40,20,43865
our ,657,NoCri,4,40,20,41063
other ,657,NoCri ,4,40,20,50558
our ,658,NoCri,4,40,20,41063
other ,658,NoCri ,4,40,20,41900
our ,659,NoCri,4,40,20,41063
other ,659,NoCri ,4,40,20,44116
our ,660,NoCri,4,40,20,41063
other ,660,NoCri ,4,40,20,46045
our ,661,NoCri,4,40,20,41063
other ,661,NoCri ,4,40,20,42171
our ,662,NoCri,4,40,20,41063
other ,662,NoCri ,4,40,20,43318
our ,663,NoCri,4,40,20,41063
other ,663,NoCri ,4,40,20,43516
our ,664,NoCri,4,40,20,41063
other ,664,NoCri ,4,40,20,42443
our ,665,NoCri,4,40,20,41063
other ,665,NoCri ,4,40,20,43721
our ,666,NoCri,4,40,20,41063
other ,666,NoCri ,4,40,20,44447
our ,667,NoCri,4,40,20,41063
other ,667,NoCri ,4,40,20,42513
our ,668,NoCri,4,40,20,41063
other ,668,NoCri ,4,40,20,45384
our ,669,NoCri,4,40,20,41063
other ,669,NoCri ,4,40,20,42451
our ,670,NoCri,4,40,20,41063
other ,670,NoCri ,4,40,20,42128
our ,671,NoCri,4,40,20,41063
other ,671,NoCri ,4,40,20,44781
our ,672,NoCri,4,40,20,41063
other ,672,NoCri ,4,40,20,40819
our ,673,NoCri,4,40,20,41063
other ,673,NoCri ,4,40,20,45263
our ,674,NoCri,4,40,20,41063
other ,674,NoCri ,4,40,20,42783
our ,675,NoCri,4,40,20,41063
other ,675,NoCri ,4,40,20,48868
our ,676,NoCri,4,40,20,41063
other ,676,NoCri ,4,40,20,43852
our ,677,NoCri,4,40,20,41063
other ,677,NoCri ,4,40,20,42189
our ,678,NoCri,4,40,20,41063
other ,678,NoCri ,4,40,20,41267
our ,679,NoCri,4,40,20,41063
other ,679,NoCri ,4,40,20,45796
our ,680,NoCri,4,40,20,41063
other ,680,NoCri ,4,40,20,44031
our ,681,NoCri,4,40,20,41063
other ,681,NoCri ,4,40,20,43511
our ,682,NoCri,4,40,20,41063
other ,682,NoCri ,4,40,20,43490
our ,683,NoCri,4,40,20,41063
other ,683,NoCri ,4,40,20,44534
our ,684,NoCri,4,40,20,41063
other ,684,NoCri ,4,40,20,50263
our ,685,NoCri,4,40,20,41063
other ,685,NoCri ,4,40,20,44306
our ,686,NoCri,4,40,20,41063
other ,686,NoCri ,4,40,20,43705
our ,687,NoCri,4,40,20,41063
other ,687,NoCri ,4,40,20,46283
our ,688,NoCri,4,40,20,41063
other ,688,NoCri ,4,40,20,43993
our ,689,NoCri,4,40,20,41063
other ,689,NoCri ,4,40,20,45577
our ,690,NoCri,4,40,20,41063
other ,690,NoCri ,4,40,20,41850
our ,691,NoCri,4,40,20,41063
other ,691,NoCri ,4,40,20,43100
our ,692,NoCri,4,40,20,41063
other ,692,NoCri ,4,40,20,42602
our ,693,NoCri,4,40,20,41063
other ,693,NoCri ,4,40,20,41713
our ,694,NoCri,4,40,20,41063
other ,694,NoCri ,4,40,20,44827
our ,695,NoCri,4,40,20,41063
other ,695,NoCri ,4,40,20,49082
our ,696,NoCri,4,40,20,41063
other ,696,NoCri ,4,40,20,43155
our ,697,NoCri,4,40,20,41063
other ,697,NoCri ,4,40,20,44924
our ,698,NoCri,4,40,20,41063
other ,698,NoCri ,4,40,20,43305
our ,699,NoCri,4,40,20,41063
other ,699,NoCri ,4,40,20,45212
our ,700,NoCri,4,40,20,41063
other ,700,NoCri ,4,40,20,42812
our ,701,NoCri,4,40,20,41063
other ,701,NoCri ,4,40,20,42547
our ,702,NoCri,4,40,20,41063
other ,702,NoCri ,4,40,20,48441
our ,703,NoCri,4,40,20,41063
other ,703,NoCri ,4,40,20,44422
our ,704,NoCri,4,40,20,41063
other ,704,NoCri ,4,40,20,47476
our ,705,NoCri,4,40,20,41063
other ,705,NoCri ,4,40,20,45840
our ,706,NoCri,4,40,20,41063
other ,706,NoCri ,4,40,20,43143
our ,707,NoCri,4,40,20,41063
other ,707,NoCri ,4,40,20,43771
our ,708,NoCri,4,40,20,41063
other ,708,NoCri ,4,40,20,42560
our ,709,NoCri,4,40,20,41063
other ,709,NoCri ,4,40,20,45531
our ,710,NoCri,4,40,20,41063
other ,710,NoCri ,4,40,20,42491
our ,711,NoCri,4,40,20,41063
other ,711,NoCri ,4,40,20,44071
our ,712,NoCri,4,40,20,41063
