names,index,setting,Core,Parallelism,cri,makespan
our ,667,NoCore,4,30,20,36029
our ,338,NoCore,7,30,20,37877
other ,855,NoCore ,8,30,20,28098
our ,201,NoCore,2,30,20,61571
our ,856,NoCore,8,30,20,25472
other ,667,NoCore ,4,30,20,38572
other ,191,NoCore ,3,30,20,51159
other ,338,NoCore ,7,30,20,39257
other ,856,NoCore ,8,30,20,26886
our ,668,NoCore,4,30,20,36029
other ,201,NoCore ,2,30,20,65179
our ,192,NoCore,3,30,20,50354
our ,857,NoCore,8,30,20,25472
our ,339,NoCore,7,30,20,37877
our ,202,NoCore,2,30,20,61571
other ,668,NoCore ,4,30,20,41429
other ,857,NoCore ,8,30,20,26348
other ,192,NoCore ,3,30,20,51143
our ,669,NoCore,4,30,20,36029
our ,858,NoCore,8,30,20,25472
other ,339,NoCore ,7,30,20,37977
other ,202,NoCore ,2,30,20,63607
other ,669,NoCore ,4,30,20,37629
other ,858,NoCore ,8,30,20,27349
our ,193,NoCore,3,30,20,50354
our ,340,NoCore,7,30,20,37877
our ,859,NoCore,8,30,20,25472
our ,203,NoCore,2,30,20,61571
our ,670,NoCore,4,30,20,36029
other ,859,NoCore ,8,30,20,24959
other ,670,NoCore ,4,30,20,38247
other ,193,NoCore ,3,30,20,53487
our ,860,NoCore,8,30,20,25472
other ,340,NoCore ,7,30,20,39114
our ,671,NoCore,4,30,20,36029
other ,203,NoCore ,2,30,20,64768
our ,194,NoCore,3,30,20,50354
other ,671,NoCore ,4,30,20,39517
our ,341,NoCore,7,30,20,37877
our ,204,NoCore,2,30,20,61571
our ,672,NoCore,4,30,20,36029
other ,860,NoCore ,8,30,20,27596
other ,194,NoCore ,3,30,20,56101
other ,204,NoCore ,2,30,20,63693
other ,672,NoCore ,4,30,20,36152
our ,861,NoCore,8,30,20,25472
other ,341,NoCore ,7,30,20,37835
our ,673,NoCore,4,30,20,36029
other ,861,NoCore ,8,30,20,28784
our ,195,NoCore,3,30,20,50354
our ,205,NoCore,2,30,20,61571
our ,342,NoCore,7,30,20,37877
our ,862,NoCore,8,30,20,25472
other ,673,NoCore ,4,30,20,37722
other ,862,NoCore ,8,30,20,27222
other ,205,NoCore ,2,30,20,61705
our ,674,NoCore,4,30,20,36029
other ,195,NoCore ,3,30,20,52853
our ,863,NoCore,8,30,20,25472
other ,342,NoCore ,7,30,20,38363
our ,206,NoCore,2,30,20,61571
other ,674,NoCore ,4,30,20,40433
other ,863,NoCore ,8,30,20,29100
our ,196,NoCore,3,30,20,50354
our ,343,NoCore,7,30,20,37877
our ,675,NoCore,4,30,20,36029
our ,864,NoCore,8,30,20,25472
other ,206,NoCore ,2,30,20,62351
other ,864,NoCore ,8,30,20,30021
other ,675,NoCore ,4,30,20,38018
other ,196,NoCore ,3,30,20,58761
other ,343,NoCore ,7,30,20,39464
our ,207,NoCore,2,30,20,61571
our ,865,NoCore,8,30,20,25472
our ,676,NoCore,4,30,20,36029
our ,344,NoCore,7,30,20,37877
our ,197,NoCore,3,30,20,50354
other ,865,NoCore ,8,30,20,27022
other ,207,NoCore ,2,30,20,61985
other ,676,NoCore ,4,30,20,38865
our ,866,NoCore,8,30,20,25472
our ,677,NoCore,4,30,20,36029
other ,197,NoCore ,3,30,20,58207
other ,344,NoCore ,7,30,20,40133
our ,208,NoCore,2,30,20,61571
other ,866,NoCore ,8,30,20,25879
our ,867,NoCore,8,30,20,25472
other ,677,NoCore ,4,30,20,37625
our ,345,NoCore,7,30,20,37877
our ,198,NoCore,3,30,20,50354
other ,208,NoCore ,2,30,20,62251
other ,867,NoCore ,8,30,20,31699
our ,678,NoCore,4,30,20,36029
our ,868,NoCore,8,30,20,25472
our ,209,NoCore,2,30,20,61571
other ,678,NoCore ,4,30,20,39088
other ,345,NoCore ,7,30,20,38073
other ,868,NoCore ,8,30,20,28584
other ,198,NoCore ,3,30,20,53369
our ,679,NoCore,4,30,20,36029
our ,869,NoCore,8,30,20,25472
our ,346,NoCore,7,30,20,37877
other ,209,NoCore ,2,30,20,61602
our ,199,NoCore,3,30,20,50354
other ,679,NoCore ,4,30,20,40259
other ,869,NoCore ,8,30,20,28323
our ,210,NoCore,2,30,20,61571
our ,680,NoCore,4,30,20,36029
our ,870,NoCore,8,30,20,25472
other ,346,NoCore ,7,30,20,38020
other ,199,NoCore ,3,30,20,54135
other ,870,NoCore ,8,30,20,26303
other ,210,NoCore ,2,30,20,64173
other ,680,NoCore ,4,30,20,38448
our ,347,NoCore,7,30,20,37877
our ,871,NoCore,8,30,20,25472
our ,681,NoCore,4,30,20,36029
our ,200,NoCore,3,30,20,50354
our ,211,NoCore,2,30,20,61571
other ,871,NoCore ,8,30,20,30380
other ,681,NoCore ,4,30,20,39936
our ,872,NoCore,8,30,20,25472
other ,347,NoCore ,7,30,20,38602
our ,682,NoCore,4,30,20,36029
other ,200,NoCore ,3,30,20,53639
other ,211,NoCore ,2,30,20,66837
other ,872,NoCore ,8,30,20,28724
our ,348,NoCore,7,30,20,37877
other ,682,NoCore ,4,30,20,37200
our ,873,NoCore,8,30,20,25472
our ,212,NoCore,2,30,20,61571
our ,201,NoCore,3,30,20,50354
our ,683,NoCore,4,30,20,36029
other ,873,NoCore ,8,30,20,26505
our ,874,NoCore,8,30,20,25472
other ,212,NoCore ,2,30,20,64612
other ,348,NoCore ,7,30,20,38985
other ,683,NoCore ,4,30,20,38885
other ,201,NoCore ,3,30,20,53804
other ,874,NoCore ,8,30,20,26334
our ,684,NoCore,4,30,20,36029
our ,213,NoCore,2,30,20,61571
our ,349,NoCore,7,30,20,37877
our ,875,NoCore,8,30,20,25472
other ,684,NoCore ,4,30,20,40383
our ,202,NoCore,3,30,20,50354
other ,213,NoCore ,2,30,20,63091
other ,875,NoCore ,8,30,20,31561
our ,685,NoCore,4,30,20,36029
other ,349,NoCore ,7,30,20,37878
our ,876,NoCore,8,30,20,25472
our ,214,NoCore,2,30,20,61571
other ,202,NoCore ,3,30,20,55044
other ,685,NoCore ,4,30,20,38609
other ,876,NoCore ,8,30,20,28350
our ,350,NoCore,7,30,20,37877
our ,877,NoCore,8,30,20,25472
our ,686,NoCore,4,30,20,36029
other ,214,NoCore ,2,30,20,61900
our ,203,NoCore,3,30,20,50354
other ,877,NoCore ,8,30,20,25981
other ,350,NoCore ,7,30,20,39320
our ,215,NoCore,2,30,20,61571
other ,686,NoCore ,4,30,20,40906
our ,878,NoCore,8,30,20,25472
other ,203,NoCore ,3,30,20,51136
our ,687,NoCore,4,30,20,36029
our ,351,NoCore,7,30,20,37877
other ,878,NoCore ,8,30,20,27787
other ,215,NoCore ,2,30,20,62806
our ,204,NoCore,3,30,20,50354
our ,879,NoCore,8,30,20,25472
other ,687,NoCore ,4,30,20,37110
our ,216,NoCore,2,30,20,61571
other ,879,NoCore ,8,30,20,28379
our ,688,NoCore,4,30,20,36029
other ,351,NoCore ,7,30,20,39706
our ,880,NoCore,8,30,20,25472
other ,204,NoCore ,3,30,20,52098
other ,216,NoCore ,2,30,20,66535
other ,688,NoCore ,4,30,20,36908
our ,352,NoCore,7,30,20,37877
other ,880,NoCore ,8,30,20,29388
our ,689,NoCore,4,30,20,36029
our ,217,NoCore,2,30,20,61571
our ,881,NoCore,8,30,20,25472
our ,205,NoCore,3,30,20,50354
other ,352,NoCore ,7,30,20,39485
other ,881,NoCore ,8,30,20,27754
other ,689,NoCore ,4,30,20,39951
other ,217,NoCore ,2,30,20,62220
our ,882,NoCore,8,30,20,25472
other ,205,NoCore ,3,30,20,54515
our ,690,NoCore,4,30,20,36029
our ,353,NoCore,7,30,20,37877
our ,218,NoCore,2,30,20,61571
other ,882,NoCore ,8,30,20,27480
other ,690,NoCore ,4,30,20,39690
our ,206,NoCore,3,30,20,50354
our ,883,NoCore,8,30,20,25472
other ,218,NoCore ,2,30,20,63526
our ,691,NoCore,4,30,20,36029
other ,353,NoCore ,7,30,20,37881
other ,883,NoCore ,8,30,20,29150
our ,884,NoCore,8,30,20,25472
other ,206,NoCore ,3,30,20,53719
other ,691,NoCore ,4,30,20,36105
our ,219,NoCore,2,30,20,61571
our ,354,NoCore,7,30,20,37877
other ,884,NoCore ,8,30,20,28942
our ,692,NoCore,4,30,20,36029
our ,207,NoCore,3,30,20,50354
our ,885,NoCore,8,30,20,25472
other ,219,NoCore ,2,30,20,64739
other ,692,NoCore ,4,30,20,37979
other ,885,NoCore ,8,30,20,27207
other ,354,NoCore ,7,30,20,37880
our ,220,NoCore,2,30,20,61571
our ,693,NoCore,4,30,20,36029
our ,886,NoCore,8,30,20,25472
other ,207,NoCore ,3,30,20,50825
our ,355,NoCore,7,30,20,37877
other ,886,NoCore ,8,30,20,27821
other ,220,NoCore ,2,30,20,64323
other ,693,NoCore ,4,30,20,39076
our ,887,NoCore,8,30,20,25472
our ,208,NoCore,3,30,20,50354
our ,694,NoCore,4,30,20,36029
our ,221,NoCore,2,30,20,61571
other ,355,NoCore ,7,30,20,37880
other ,887,NoCore ,8,30,20,29133
other ,694,NoCore ,4,30,20,39209
our ,888,NoCore,8,30,20,25472
our ,356,NoCore,7,30,20,37877
other ,221,NoCore ,2,30,20,62257
other ,208,NoCore ,3,30,20,51844
our ,695,NoCore,4,30,20,36029
other ,888,NoCore ,8,30,20,25810
our ,222,NoCore,2,30,20,61571
our ,889,NoCore,8,30,20,25472
our ,209,NoCore,3,30,20,50354
other ,695,NoCore ,4,30,20,38895
other ,356,NoCore ,7,30,20,39381
our ,696,NoCore,4,30,20,36029
other ,889,NoCore ,8,30,20,25068
other ,222,NoCore ,2,30,20,61578
our ,357,NoCore,7,30,20,37877
our ,890,NoCore,8,30,20,25472
other ,209,NoCore ,3,30,20,56075
other ,696,NoCore ,4,30,20,39821
other ,890,NoCore ,8,30,20,25747
our ,223,NoCore,2,30,20,61571
our ,697,NoCore,4,30,20,36029
our ,210,NoCore,3,30,20,50354
other ,357,NoCore ,7,30,20,38328
our ,891,NoCore,8,30,20,25472
other ,891,NoCore ,8,30,20,27144
other ,223,NoCore ,2,30,20,65213
other ,697,NoCore ,4,30,20,37912
our ,358,NoCore,7,30,20,37877
our ,892,NoCore,8,30,20,25472
other ,210,NoCore ,3,30,20,58662
our ,698,NoCore,4,30,20,36029
our ,224,NoCore,2,30,20,61571
other ,892,NoCore ,8,30,20,29735
our ,893,NoCore,8,30,20,25472
our ,211,NoCore,3,30,20,50354
other ,698,NoCore ,4,30,20,36881
other ,224,NoCore ,2,30,20,63470
other ,358,NoCore ,7,30,20,37357
other ,893,NoCore ,8,30,20,26237
our ,699,NoCore,4,30,20,36029
our ,225,NoCore,2,30,20,61571
our ,894,NoCore,8,30,20,25472
our ,359,NoCore,7,30,20,37877
other ,211,NoCore ,3,30,20,53260
other ,699,NoCore ,4,30,20,38930
other ,894,NoCore ,8,30,20,25885
our ,700,NoCore,4,30,20,36029
other ,225,NoCore ,2,30,20,63366
our ,895,NoCore,8,30,20,25472
other ,359,NoCore ,7,30,20,37877
our ,212,NoCore,3,30,20,50354
other ,700,NoCore ,4,30,20,38296
our ,226,NoCore,2,30,20,61571
other ,895,NoCore ,8,30,20,32093
our ,360,NoCore,7,30,20,37877
our ,701,NoCore,4,30,20,36029
our ,896,NoCore,8,30,20,25472
other ,212,NoCore ,3,30,20,52257
other ,226,NoCore ,2,30,20,62760
other ,896,NoCore ,8,30,20,27745
other ,701,NoCore ,4,30,20,37855
other ,360,NoCore ,7,30,20,39617
our ,897,NoCore,8,30,20,25472
our ,227,NoCore,2,30,20,61571
our ,213,NoCore,3,30,20,50354
our ,702,NoCore,4,30,20,36029
other ,897,NoCore ,8,30,20,30427
our ,361,NoCore,7,30,20,37877
other ,702,NoCore ,4,30,20,40516
other ,227,NoCore ,2,30,20,61806
our ,898,NoCore,8,30,20,25472
other ,213,NoCore ,3,30,20,55154
our ,703,NoCore,4,30,20,36029
our ,228,NoCore,2,30,20,61571
other ,898,NoCore ,8,30,20,26878
other ,361,NoCore ,7,30,20,37875
our ,214,NoCore,3,30,20,50354
our ,899,NoCore,8,30,20,25472
other ,703,NoCore ,4,30,20,37189
our ,362,NoCore,7,30,20,37877
other ,228,NoCore ,2,30,20,62020
other ,899,NoCore ,8,30,20,25465
our ,704,NoCore,4,30,20,36029
our ,900,NoCore,8,30,20,25472
other ,214,NoCore ,3,30,20,53516
other ,704,NoCore ,4,30,20,39369
our ,229,NoCore,2,30,20,61571
other ,362,NoCore ,7,30,20,38484
other ,900,NoCore ,8,30,20,28735
our ,705,NoCore,4,30,20,36029
our ,215,NoCore,3,30,20,50354
other ,229,NoCore ,2,30,20,62564
our ,901,NoCore,8,30,20,25472
our ,363,NoCore,7,30,20,37877
other ,705,NoCore ,4,30,20,37187
other ,901,NoCore ,8,30,20,25124
our ,230,NoCore,2,30,20,61571
our ,706,NoCore,4,30,20,36029
other ,215,NoCore ,3,30,20,53553
our ,902,NoCore,8,30,20,25472
other ,363,NoCore ,7,30,20,38540
other ,706,NoCore ,4,30,20,38395
other ,230,NoCore ,2,30,20,65332
other ,902,NoCore ,8,30,20,27586
our ,216,NoCore,3,30,20,50354
our ,903,NoCore,8,30,20,25472
our ,707,NoCore,4,30,20,36029
our ,364,NoCore,7,30,20,37877
our ,231,NoCore,2,30,20,61571
other ,903,NoCore ,8,30,20,29654
other ,216,NoCore ,3,30,20,53126
other ,707,NoCore ,4,30,20,39916
our ,904,NoCore,8,30,20,25472
other ,231,NoCore ,2,30,20,62133
our ,708,NoCore,4,30,20,36029
other ,364,NoCore ,7,30,20,39514
our ,217,NoCore,3,30,20,50354
other ,904,NoCore ,8,30,20,28526
other ,708,NoCore ,4,30,20,37547
our ,232,NoCore,2,30,20,61571
our ,905,NoCore,8,30,20,25472
our ,365,NoCore,7,30,20,37877
our ,709,NoCore,4,30,20,36029
other ,217,NoCore ,3,30,20,55165
other ,905,NoCore ,8,30,20,27969
other ,232,NoCore ,2,30,20,61764
other ,709,NoCore ,4,30,20,38314
our ,906,NoCore,8,30,20,25472
our ,218,NoCore,3,30,20,50354
other ,365,NoCore ,7,30,20,40361
our ,710,NoCore,4,30,20,36029
our ,233,NoCore,2,30,20,61571
other ,906,NoCore ,8,30,20,28840
our ,366,NoCore,7,30,20,37877
our ,907,NoCore,8,30,20,25472
other ,218,NoCore ,3,30,20,55149
other ,710,NoCore ,4,30,20,37706
other ,233,NoCore ,2,30,20,64721
our ,711,NoCore,4,30,20,36029
other ,907,NoCore ,8,30,20,25134
other ,366,NoCore ,7,30,20,38187
our ,219,NoCore,3,30,20,50354
our ,234,NoCore,2,30,20,61571
our ,908,NoCore,8,30,20,25472
other ,711,NoCore ,4,30,20,39533
other ,908,NoCore ,8,30,20,25472
our ,712,NoCore,4,30,20,36029
other ,234,NoCore ,2,30,20,63550
our ,367,NoCore,7,30,20,37877
other ,219,NoCore ,3,30,20,54164
our ,909,NoCore,8,30,20,25472
other ,712,NoCore ,4,30,20,38519
our ,235,NoCore,2,30,20,61571
other ,909,NoCore ,8,30,20,27028
other ,367,NoCore ,7,30,20,39153
our ,713,NoCore,4,30,20,36029
our ,910,NoCore,8,30,20,25472
our ,220,NoCore,3,30,20,50354
other ,235,NoCore ,2,30,20,66062
other ,910,NoCore ,8,30,20,27103
our ,368,NoCore,7,30,20,37877
other ,713,NoCore ,4,30,20,38576
other ,220,NoCore ,3,30,20,51346
our ,911,NoCore,8,30,20,25472
our ,236,NoCore,2,30,20,61571
our ,714,NoCore,4,30,20,36029
other ,368,NoCore ,7,30,20,38329
other ,911,NoCore ,8,30,20,26526
our ,221,NoCore,3,30,20,50354
other ,714,NoCore ,4,30,20,42269
other ,236,NoCore ,2,30,20,62922
our ,715,NoCore,4,30,20,36029
our ,912,NoCore,8,30,20,25472
our ,369,NoCore,7,30,20,37877
our ,237,NoCore,2,30,20,61571
other ,221,NoCore ,3,30,20,53864
other ,912,NoCore ,8,30,20,28035
other ,715,NoCore ,4,30,20,36069
our ,913,NoCore,8,30,20,25472
our ,716,NoCore,4,30,20,36029
our ,222,NoCore,3,30,20,50354
other ,369,NoCore ,7,30,20,39150
other ,237,NoCore ,2,30,20,62729
other ,913,NoCore ,8,30,20,30561
other ,716,NoCore ,4,30,20,40289
our ,370,NoCore,7,30,20,37877
other ,222,NoCore ,3,30,20,54503
our ,238,NoCore,2,30,20,61571
our ,914,NoCore,8,30,20,25472
our ,717,NoCore,4,30,20,36029
other ,914,NoCore ,8,30,20,30409
our ,223,NoCore,3,30,20,50354
our ,915,NoCore,8,30,20,25472
other ,717,NoCore ,4,30,20,38789
other ,238,NoCore ,2,30,20,62203
other ,370,NoCore ,7,30,20,37885
other ,915,NoCore ,8,30,20,28613
our ,718,NoCore,4,30,20,36029
our ,239,NoCore,2,30,20,61571
our ,371,NoCore,7,30,20,37877
our ,916,NoCore,8,30,20,25472
other ,223,NoCore ,3,30,20,55924
other ,718,NoCore ,4,30,20,39521
other ,916,NoCore ,8,30,20,26293
other ,239,NoCore ,2,30,20,66056
our ,719,NoCore,4,30,20,36029
our ,917,NoCore,8,30,20,25472
other ,371,NoCore ,7,30,20,38760
our ,224,NoCore,3,30,20,50354
other ,917,NoCore ,8,30,20,29714
other ,719,NoCore ,4,30,20,39934
our ,372,NoCore,7,30,20,37877
our ,240,NoCore,2,30,20,61571
our ,918,NoCore,8,30,20,25472
our ,720,NoCore,4,30,20,36029
other ,918,NoCore ,8,30,20,25156
other ,224,NoCore ,3,30,20,51701
other ,240,NoCore ,2,30,20,63112
other ,372,NoCore ,7,30,20,40253
other ,720,NoCore ,4,30,20,38544
our ,919,NoCore,8,30,20,25472
our ,721,NoCore,4,30,20,36029
our ,241,NoCore,2,30,20,61571
other ,919,NoCore ,8,30,20,31535
our ,373,NoCore,7,30,20,37877
our ,225,NoCore,3,30,20,50354
our ,920,NoCore,8,30,20,25472
other ,721,NoCore ,4,30,20,36622
other ,241,NoCore ,2,30,20,69535
our ,722,NoCore,4,30,20,36029
other ,920,NoCore ,8,30,20,30045
other ,225,NoCore ,3,30,20,57587
other ,373,NoCore ,7,30,20,40741
our ,921,NoCore,8,30,20,25472
our ,242,NoCore,2,30,20,61571
other ,722,NoCore ,4,30,20,39161
our ,374,NoCore,7,30,20,37877
our ,226,NoCore,3,30,20,50354
other ,921,NoCore ,8,30,20,24960
our ,723,NoCore,4,30,20,36029
other ,242,NoCore ,2,30,20,62323
our ,922,NoCore,8,30,20,25472
other ,226,NoCore ,3,30,20,53102
other ,723,NoCore ,4,30,20,38032
other ,922,NoCore ,8,30,20,27208
other ,374,NoCore ,7,30,20,37877
our ,243,NoCore,2,30,20,61571
our ,724,NoCore,4,30,20,36029
our ,923,NoCore,8,30,20,25472
our ,227,NoCore,3,30,20,50354
our ,375,NoCore,7,30,20,37877
other ,724,NoCore ,4,30,20,37861
other ,923,NoCore ,8,30,20,26361
other ,243,NoCore ,2,30,20,62556
our ,725,NoCore,4,30,20,36029
our ,924,NoCore,8,30,20,25472
other ,227,NoCore ,3,30,20,53582
other ,375,NoCore ,7,30,20,37877
our ,244,NoCore,2,30,20,61571
other ,924,NoCore ,8,30,20,29423
other ,725,NoCore ,4,30,20,40751
our ,228,NoCore,3,30,20,50354
our ,925,NoCore,8,30,20,25472
our ,376,NoCore,7,30,20,37877
our ,726,NoCore,4,30,20,36029
other ,244,NoCore ,2,30,20,69221
other ,925,NoCore ,8,30,20,30655
our ,926,NoCore,8,30,20,25472
other ,726,NoCore ,4,30,20,39471
our ,245,NoCore,2,30,20,61571
other ,228,NoCore ,3,30,20,51575
other ,376,NoCore ,7,30,20,37863
our ,727,NoCore,4,30,20,36029
other ,926,NoCore ,8,30,20,31888
our ,927,NoCore,8,30,20,25472
other ,245,NoCore ,2,30,20,61580
our ,229,NoCore,3,30,20,50354
our ,377,NoCore,7,30,20,37877
other ,727,NoCore ,4,30,20,38964
other ,927,NoCore ,8,30,20,31287
our ,246,NoCore,2,30,20,61571
our ,728,NoCore,4,30,20,36029
our ,928,NoCore,8,30,20,25472
other ,229,NoCore ,3,30,20,54905
other ,377,NoCore ,7,30,20,37889
other ,728,NoCore ,4,30,20,40922
other ,246,NoCore ,2,30,20,61995
other ,928,NoCore ,8,30,20,25135
our ,729,NoCore,4,30,20,36029
our ,230,NoCore,3,30,20,50354
our ,378,NoCore,7,30,20,37877
our ,929,NoCore,8,30,20,25472
our ,247,NoCore,2,30,20,61571
other ,729,NoCore ,4,30,20,40017
other ,929,NoCore ,8,30,20,30781
our ,730,NoCore,4,30,20,36029
other ,230,NoCore ,3,30,20,53630
other ,247,NoCore ,2,30,20,62643
our ,930,NoCore,8,30,20,25472
other ,378,NoCore ,7,30,20,39969
other ,730,NoCore ,4,30,20,37691
other ,930,NoCore ,8,30,20,28726
our ,248,NoCore,2,30,20,61571
our ,231,NoCore,3,30,20,50354
our ,379,NoCore,7,30,20,37877
our ,731,NoCore,4,30,20,36029
our ,931,NoCore,8,30,20,25472
other ,931,NoCore ,8,30,20,29331
other ,731,NoCore ,4,30,20,40858
other ,248,NoCore ,2,30,20,62212
our ,932,NoCore,8,30,20,25472
other ,379,NoCore ,7,30,20,38305
other ,231,NoCore ,3,30,20,51890
our ,732,NoCore,4,30,20,36029
other ,932,NoCore ,8,30,20,25932
our ,249,NoCore,2,30,20,61571
our ,933,NoCore,8,30,20,25472
our ,380,NoCore,7,30,20,37877
other ,732,NoCore ,4,30,20,40793
our ,232,NoCore,3,30,20,50354
other ,249,NoCore ,2,30,20,61699
other ,933,NoCore ,8,30,20,27741
our ,733,NoCore,4,30,20,36029
our ,934,NoCore,8,30,20,25472
our ,250,NoCore,2,30,20,61571
other ,380,NoCore ,7,30,20,39190
other ,232,NoCore ,3,30,20,52728
other ,733,NoCore ,4,30,20,38344
other ,934,NoCore ,8,30,20,27960
our ,734,NoCore,4,30,20,36029
our ,935,NoCore,8,30,20,25472
our ,381,NoCore,7,30,20,37877
our ,233,NoCore,3,30,20,50354
other ,250,NoCore ,2,30,20,63000
other ,734,NoCore ,4,30,20,40948
other ,935,NoCore ,8,30,20,27665
our ,936,NoCore,8,30,20,25472
our ,735,NoCore,4,30,20,36029
our ,251,NoCore,2,30,20,61571
other ,233,NoCore ,3,30,20,53263
other ,381,NoCore ,7,30,20,37927
other ,936,NoCore ,8,30,20,29365
other ,735,NoCore ,4,30,20,36995
our ,234,NoCore,3,30,20,50354
our ,937,NoCore,8,30,20,25472
other ,251,NoCore ,2,30,20,61793
our ,382,NoCore,7,30,20,37877
our ,736,NoCore,4,30,20,36029
other ,937,NoCore ,8,30,20,27614
our ,252,NoCore,2,30,20,61571
our ,938,NoCore,8,30,20,25472
other ,382,NoCore ,7,30,20,38619
other ,234,NoCore ,3,30,20,52377
other ,736,NoCore ,4,30,20,39382
other ,938,NoCore ,8,30,20,27812
our ,737,NoCore,4,30,20,36029
our ,383,NoCore,7,30,20,37877
other ,252,NoCore ,2,30,20,62794
our ,235,NoCore,3,30,20,50354
our ,939,NoCore,8,30,20,25472
other ,737,NoCore ,4,30,20,37388
other ,939,NoCore ,8,30,20,25535
our ,253,NoCore,2,30,20,61571
other ,383,NoCore ,7,30,20,40637
other ,235,NoCore ,3,30,20,52427
our ,738,NoCore,4,30,20,36029
our ,940,NoCore,8,30,20,25472
other ,253,NoCore ,2,30,20,61703
other ,940,NoCore ,8,30,20,27705
other ,738,NoCore ,4,30,20,39704
our ,384,NoCore,7,30,20,37877
our ,236,NoCore,3,30,20,50354
our ,941,NoCore,8,30,20,25472
our ,739,NoCore,4,30,20,36029
our ,254,NoCore,2,30,20,61571
other ,941,NoCore ,8,30,20,29396
other ,739,NoCore ,4,30,20,39931
other ,384,NoCore ,7,30,20,38562
other ,236,NoCore ,3,30,20,52554
other ,254,NoCore ,2,30,20,64680
our ,942,NoCore,8,30,20,25472
our ,740,NoCore,4,30,20,36029
other ,942,NoCore ,8,30,20,27515
our ,385,NoCore,7,30,20,37877
our ,255,NoCore,2,30,20,61571
our ,943,NoCore,8,30,20,25472
other ,740,NoCore ,4,30,20,39344
our ,237,NoCore,3,30,20,50354
other ,943,NoCore ,8,30,20,26200
our ,741,NoCore,4,30,20,36029
other ,385,NoCore ,7,30,20,39742
other ,255,NoCore ,2,30,20,63919
our ,944,NoCore,8,30,20,25472
other ,237,NoCore ,3,30,20,51622
other ,944,NoCore ,8,30,20,27081
other ,741,NoCore ,4,30,20,36446
our ,386,NoCore,7,30,20,37877
our ,256,NoCore,2,30,20,61571
our ,945,NoCore,8,30,20,25472
our ,238,NoCore,3,30,20,50354
our ,742,NoCore,4,30,20,36029
other ,945,NoCore ,8,30,20,28777
other ,256,NoCore ,2,30,20,65344
other ,742,NoCore ,4,30,20,38369
other ,386,NoCore ,7,30,20,38017
our ,946,NoCore,8,30,20,25472
other ,238,NoCore ,3,30,20,52582
our ,743,NoCore,4,30,20,36029
other ,946,NoCore ,8,30,20,28469
our ,257,NoCore,2,30,20,61571
our ,387,NoCore,7,30,20,37877
our ,947,NoCore,8,30,20,25472
other ,743,NoCore ,4,30,20,38006
our ,239,NoCore,3,30,20,50354
other ,257,NoCore ,2,30,20,64255
other ,947,NoCore ,8,30,20,27779
our ,744,NoCore,4,30,20,36029
other ,387,NoCore ,7,30,20,38171
our ,948,NoCore,8,30,20,25472
our ,258,NoCore,2,30,20,61571
other ,744,NoCore ,4,30,20,42438
other ,239,NoCore ,3,30,20,53293
other ,948,NoCore ,8,30,20,25899
our ,388,NoCore,7,30,20,37877
our ,745,NoCore,4,30,20,36029
our ,949,NoCore,8,30,20,25472
other ,258,NoCore ,2,30,20,62022
our ,240,NoCore,3,30,20,50354
other ,745,NoCore ,4,30,20,39135
other ,949,NoCore ,8,30,20,28884
other ,388,NoCore ,7,30,20,39191
our ,259,NoCore,2,30,20,61571
our ,950,NoCore,8,30,20,25472
our ,746,NoCore,4,30,20,36029
other ,240,NoCore ,3,30,20,52965
other ,950,NoCore ,8,30,20,27731
our ,389,NoCore,7,30,20,37877
other ,746,NoCore ,4,30,20,38149
our ,951,NoCore,8,30,20,25472
other ,259,NoCore ,2,30,20,62319
our ,241,NoCore,3,30,20,50354
our ,747,NoCore,4,30,20,36029
other ,389,NoCore ,7,30,20,37892
other ,951,NoCore ,8,30,20,27825
our ,260,NoCore,2,30,20,61571
other ,747,NoCore ,4,30,20,37320
other ,241,NoCore ,3,30,20,56150
our ,952,NoCore,8,30,20,25472
our ,390,NoCore,7,30,20,37877
our ,748,NoCore,4,30,20,36029
other ,260,NoCore ,2,30,20,61792
other ,952,NoCore ,8,30,20,27773
our ,242,NoCore,3,30,20,50354
our ,953,NoCore,8,30,20,25472
other ,748,NoCore ,4,30,20,36247
other ,390,NoCore ,7,30,20,37568
our ,261,NoCore,2,30,20,61571
other ,953,NoCore ,8,30,20,31577
other ,242,NoCore ,3,30,20,50228
our ,749,NoCore,4,30,20,36029
our ,954,NoCore,8,30,20,25472
our ,391,NoCore,7,30,20,37877
other ,954,NoCore ,8,30,20,25779
other ,261,NoCore ,2,30,20,62290
our ,243,NoCore,3,30,20,50354
other ,749,NoCore ,4,30,20,38698
our ,955,NoCore,8,30,20,25472
other ,391,NoCore ,7,30,20,38494
our ,750,NoCore,4,30,20,36029
our ,262,NoCore,2,30,20,61571
other ,243,NoCore ,3,30,20,53545
other ,955,NoCore ,8,30,20,29184
our ,392,NoCore,7,30,20,37877
other ,750,NoCore ,4,30,20,38961
our ,244,NoCore,3,30,20,50354
other ,262,NoCore ,2,30,20,63271
our ,751,NoCore,4,30,20,36029
our ,956,NoCore,8,30,20,25472
other ,392,NoCore ,7,30,20,39778
other ,956,NoCore ,8,30,20,26541
other ,751,NoCore ,4,30,20,37099
our ,263,NoCore,2,30,20,61571
other ,244,NoCore ,3,30,20,60262
our ,957,NoCore,8,30,20,25472
